"ID","calFullname","jepFullname","Family","genus","species","suffix","SerpScore","StrongEndemic","Tolerators","WeakEndemic","Name"
3258,"Phacelia cicutaria E. Greene var. cicutaria","Phacelia cicutaria Greene var. cicutaria","HYDROPHYLLACEAE","Phacelia","cicutaria","var. cicutaria",0.00,0.00,0.00,0.00,"Phacelia cicutaria var. cicutaria"
3259,"Phacelia cicutaria E. Greene var. hispida (A. Gray) J. Howell","Phacelia cicutaria Greene var. hispida (A. Gray) J. T. Howell","HYDROPHYLLACEAE","Phacelia","cicutaria","var. hispida",0.00,0.00,0.00,0.00,"Phacelia cicutaria var. hispida"
3260,"Phacelia ciliata Benth.","Phacelia ciliata Benth.","HYDROPHYLLACEAE","Phacelia","ciliata",,0.00,0.00,0.00,0.00,"Phacelia ciliata "
3261,"Phacelia congdonii E. Greene","Phacelia congdonii Greene","HYDROPHYLLACEAE","Phacelia","congdonii",,0.00,0.00,0.00,0.00,"Phacelia congdonii "
3262,"Phacelia curvipes S. Watson","Phacelia curvipes S. Watson","HYDROPHYLLACEAE","Phacelia","curvipes",,0.00,0.00,0.00,0.00,"Phacelia curvipes "
3263,"Phacelia davidsonii A. Gray","Phacelia davidsonii A. Gray","HYDROPHYLLACEAE","Phacelia","davidsonii",,0.00,0.00,0.00,0.00,"Phacelia davidsonii "
3264,"Phacelia douglasii (Benth.) Torrey","Phacelia douglasii (Benth.) Torr.","HYDROPHYLLACEAE","Phacelia","douglasii",,0.00,0.00,0.00,0.00,"Phacelia douglasii "
3265,"Phacelia eisenii Brandegee","Phacelia eisenii Brandegee","HYDROPHYLLACEAE","Phacelia","eisenii",,0.00,0.00,0.00,0.00,"Phacelia eisenii "
3266,"Phacelia floribunda E. Greene","Phacelia floribunda Greene","HYDROPHYLLACEAE","Phacelia","floribunda",,0.00,0.00,0.00,0.00,"Phacelia floribunda "
3267,"Phacelia fremontii Torrey","Phacelia fremontii Torr.","HYDROPHYLLACEAE","Phacelia","fremontii",,0.00,0.00,0.00,0.00,"Phacelia fremontii "
3268,"Phacelia glandulifera Piper","Phacelia glandulifera Piper","HYDROPHYLLACEAE","Phacelia","glandulifera",,0.00,0.00,0.00,0.00,"Phacelia glandulifera "
3269,"Phacelia grisea A. Gray","Phacelia grisea A. Gray","HYDROPHYLLACEAE","Phacelia","grisea",,0.00,0.00,0.00,0.00,"Phacelia grisea "
3270,"Phacelia hastata Lehm. ssp. hastata","Phacelia hastata Lehm. subsp. hastata","HYDROPHYLLACEAE","Phacelia","hastata","ssp. hastata",0.00,0.00,0.00,0.00,"Phacelia hastata ssp. hastata"
3271,"Phacelia humilis Torrey & A. Gray var. humilis","Phacelia humilis Torr. & A. Gray var. humilis","HYDROPHYLLACEAE","Phacelia","humilis","var. humilis",0.00,0.00,0.00,0.00,"Phacelia humilis var. humilis"
3272,"Phacelia humilis Torrey & A. Gray","Phacelia humilis Torr. & A. Gray","HYDROPHYLLACEAE","Phacelia","humilis",,0.00,0.00,0.00,0.00,"Phacelia humilis "
3273,"Phacelia hydrophylloides A. Gray","Phacelia hydrophylloides A. Gray","HYDROPHYLLACEAE","Phacelia","hydrophylloides",,0.00,0.00,0.00,0.00,"Phacelia hydrophylloides "
3274,"Phacelia imbricata E. Greene ssp. patula (Brand) Heckard","Phacelia imbricata Greene subsp. patula (Brand) Heckard","HYDROPHYLLACEAE","Phacelia","imbricata","ssp. patula",0.00,0.00,0.00,0.00,"Phacelia imbricata ssp. patula"
3275,"Phacelia linearis (Pursh) Holzinger","Phacelia linearis (Pursh) Holzinger","HYDROPHYLLACEAE","Phacelia","linearis",,0.00,0.00,0.00,0.00,"Phacelia linearis "
3276,"Phacelia lyonii A. Gray","Phacelia lyonii A. Gray","HYDROPHYLLACEAE","Phacelia","lyonii",,0.00,0.00,0.00,0.00,"Phacelia lyonii "
3277,"Phacelia malvifolia Cham.","Phacelia malvifolia Cham.","HYDROPHYLLACEAE","Phacelia","malvifolia",,0.00,0.00,0.00,0.00,"Phacelia malvifolia "
3278,"Phacelia marcescens J.F. Macbr.","Phacelia marcescens J. F. Macbr.","HYDROPHYLLACEAE","Phacelia","marcescens",,0.00,0.00,0.00,0.00,"Phacelia marcescens "
3279,"Phacelia minor (Harvey) Thell.","Phacelia minor (Harv.) Thell","HYDROPHYLLACEAE","Phacelia","minor",,0.00,0.00,0.00,0.00,"Phacelia minor "
3280,"Phacelia mutabilis E. Greene","Phacelia mutabilis Greene","HYDROPHYLLACEAE","Phacelia","mutabilis",,0.00,0.00,0.00,0.00,"Phacelia mutabilis "
3281,"Phacelia nemoralis E. Greene ssp. nemoralis","Phacelia nemoralis Greene subsp. nemoralis","HYDROPHYLLACEAE","Phacelia","nemoralis","ssp. nemoralis",0.00,0.00,0.00,0.00,"Phacelia nemoralis ssp. nemoralis"
3282,"Phacelia nemoralis E. Greene ssp. oregonensis Heckard","Phacelia nemoralis Greene subsp. oregonensis Heckard","HYDROPHYLLACEAE","Phacelia","nemoralis","ssp. oregonensis",0.00,0.00,0.00,0.00,"Phacelia nemoralis ssp. oregonensis"
3283,"Phacelia nemoralis E. Greene","Phacelia nemoralis Greene","HYDROPHYLLACEAE","Phacelia","nemoralis",,0.00,0.00,0.00,0.00,"Phacelia nemoralis "
3284,"Phacelia parryi Torrey","Phacelia parryi Torr.","HYDROPHYLLACEAE","Phacelia","parryi",,0.00,0.00,0.00,0.00,"Phacelia parryi "
3285,"Phacelia platyloba A. Gray","Phacelia platyloba A. Gray","HYDROPHYLLACEAE","Phacelia","platyloba",,0.00,0.00,0.00,0.00,"Phacelia platyloba "
3286,"Phacelia procera A. Gray","Phacelia procera A. Gray","HYDROPHYLLACEAE","Phacelia","procera",,0.00,0.00,0.00,0.00,"Phacelia procera "
3287,"Phacelia racemosa (Kellogg) Brandegee","Phacelia racemosa (Kellogg) Brandegee","HYDROPHYLLACEAE","Phacelia","racemosa",,0.00,0.00,0.00,0.00,"Phacelia racemosa "
3288,"Phacelia ramosissima Lehm. var. austrolitoralis Munz","Phacelia ramosissima Lehm. var. austrolitoralis Munz","HYDROPHYLLACEAE","Phacelia","ramosissima","var. austrolitoralis",0.00,0.00,0.00,0.00,"Phacelia ramosissima var. austrolitoralis"
3289,"Phacelia ramosissima Lehm. var. montereyensis Munz","Phacelia ramosissima Lehm. var. montereyensis Munz","HYDROPHYLLACEAE","Phacelia","ramosissima","var. montereyensis",0.00,0.00,0.00,0.00,"Phacelia ramosissima var. montereyensis"
3290,"Phacelia ramosissima Lehm. var. ramosissima","Phacelia ramosissima Lehm. var. ramosissima","HYDROPHYLLACEAE","Phacelia","ramosissima","var. ramosissima",0.00,0.00,0.00,0.00,"Phacelia ramosissima var. ramosissima"
3291,"Phacelia ramosissima Lehm. var. eremophila (E. Greene) J.F. Macbr.","Phacelia ramosissima Lehm. var. eremophila (Greene) J. F. Macbr.","HYDROPHYLLACEAE","Phacelia","ramosissima","var. eremophila",0.00,0.00,0.00,0.00,"Phacelia ramosissima var. eremophila"
3292,"Phacelia ramosissima Lehm. var. latifolia (Torrey) Cronq.","Phacelia ramosissima Lehm. var. latifolia (Torr.) Cronquist","HYDROPHYLLACEAE","Phacelia","ramosissima","var. latifolia",0.00,0.00,0.00,0.00,"Phacelia ramosissima var. latifolia"
3293,"Phacelia ramosissima Lehm. var. subglabra M.E. Peck","Phacelia ramosissima Lehm. var. subglabra M. Peck","HYDROPHYLLACEAE","Phacelia","ramosissima","var. subglabra",0.00,0.00,0.00,0.00,"Phacelia ramosissima var. subglabra"
3294,"Phacelia rattanii A. Gray","Phacelia rattanii A. Gray","HYDROPHYLLACEAE","Phacelia","rattanii",,0.00,0.00,0.00,0.00,"Phacelia rattanii "
3295,"Phacelia sericea (Graham) A. Gray var. ciliosa Rydb.","Phacelia sericea (Graham) A. Gray var. ciliosa Rydb.","HYDROPHYLLACEAE","Phacelia","sericea","var. ciliosa",0.00,0.00,0.00,0.00,"Phacelia sericea var. ciliosa"
3296,"Phacelia stebbinsii Constance & Heckard","Phacelia stebbinsii Constance & Heckard","HYDROPHYLLACEAE","Phacelia","stebbinsii",,0.00,0.00,0.00,0.00,"Phacelia stebbinsii "
3297,"Phacelia suaveolens E. Greene var. keckii (Munz & I.M. Johnston) J. Howell","Phacelia suaveolens Greene var. keckii (Munz & I. M. Johnst.) J. T. Howell","HYDROPHYLLACEAE","Phacelia","suaveolens","var. keckii",0.00,0.00,0.00,0.00,"Phacelia suaveolens var. keckii"
3298,"Phacelia suaveolens E. Greene var. suaveolens","Phacelia suaveolens Greene var. suaveolens","HYDROPHYLLACEAE","Phacelia","suaveolens","var. suaveolens",0.00,0.00,0.00,0.00,"Phacelia suaveolens var. suaveolens"
3299,"Phacelia suaveolens E. Greene","Phacelia suaveolens Greene","HYDROPHYLLACEAE","Phacelia","suaveolens",,0.00,0.00,0.00,0.00,"Phacelia suaveolens "
3300,"Phacelia tanacetifolia Benth.","Phacelia tanacetifolia Benth.","HYDROPHYLLACEAE","Phacelia","tanacetifolia",,0.00,0.00,0.00,0.00,"Phacelia tanacetifolia "
3301,"Phacelia vallicola Brand","Phacelia vallicola Brand","HYDROPHYLLACEAE","Phacelia","vallicola",,0.00,0.00,0.00,0.00,"Phacelia vallicola "
3302,"Phacelia vallis-mortae J. Voss","Phacelia vallis-mortae J. W. Voss","HYDROPHYLLACEAE","Phacelia","vallis-mortae",,0.00,0.00,0.00,0.00,"Phacelia vallis-mortae "
3303,"Phacelia viscida (Benth.) Torrey","Phacelia viscida (Benth.) Torr.","HYDROPHYLLACEAE","Phacelia","viscida",,0.00,0.00,0.00,0.00,"Phacelia viscida "
3304,"Pholistoma auritum (Lindley) Lilja var. auritum","Pholistoma auritum (Lindl.) Lilja var. auritum","HYDROPHYLLACEAE","Pholistoma","auritum","var. auritum",0.00,0.00,0.00,0.00,"Pholistoma auritum var. auritum"
3305,"Pholistoma auritum (Lindley) Lilja","Pholistoma auritum (Lindl.) Lilja","HYDROPHYLLACEAE","Pholistoma","auritum",,0.00,0.00,0.00,0.00,"Pholistoma auritum "
3306,"Romanzoffia californica E. Greene","Romanzoffia californica Greene","HYDROPHYLLACEAE","Romanzoffia","californica",,0.00,0.00,0.00,0.00,"Romanzoffia californica "
3307,"Romanzoffia sitchensis Bong.","Romanzoffia sitchensis Bong.","HYDROPHYLLACEAE","Romanzoffia","sitchensis",,0.00,0.00,0.00,0.00,"Romanzoffia sitchensis "
3308,"Turricula parryi (A. Gray) J.F. Macbr.","Turricula parryi (A. Gray) J. F. Macbr.","HYDROPHYLLACEAE","Turricula","parryi",,0.00,0.00,0.00,0.00,"Turricula parryi "
3309,"Hypericum anagalloides Cham. & Schldl.","Hypericum anagalloides Cham. & Schldl.","HYPERICACEAE","Hypericum","anagalloides",,0.00,0.00,0.00,0.00,"Hypericum anagalloides "
3310,"Hypericum formosum Kunth var. scouleri (Hook.) J. Coulter","Hypericum formosum Kunth var. scouleri (Hook.) J. M. Coult.","HYPERICACEAE","Hypericum","formosum","var. scouleri",0.00,0.00,0.00,0.00,"Hypericum formosum var. scouleri"
3311,"Hypericum mutilum L.","Hypericum mutilum L.","HYPERICACEAE","Hypericum","mutilum",,0.00,0.00,0.00,0.00,"Hypericum mutilum "
3312,"Hypericum perforatum L.","Hypericum perforatum L.","HYPERICACEAE","Hypericum","perforatum",,0.00,0.00,0.00,0.00,"Hypericum perforatum "
3313,"Chasmanthe floribunda (Salisb.) N.E. Br.","Chasmanthe floribunda (Salisb.) N. E. Br.","IRIDACEAE","Chasmanthe","floribunda",,0.00,0.00,0.00,0.00,"Chasmanthe floribunda "
3314,"Gladiolus italicus Miller","Gladiolus italicus Mill.","IRIDACEAE","Gladiolus","italicus",,0.00,0.00,0.00,0.00,"Gladiolus italicus "
3315,"Iris chrysophylla Howell","Iris chrysophylla Howell","IRIDACEAE","Iris","chrysophylla",,0.00,0.00,0.00,0.00,"Iris chrysophylla "
3316,"Iris fernaldii R. Foster","Iris fernaldii R. C. Foster","IRIDACEAE","Iris","fernaldii",,0.00,0.00,0.00,0.00,"Iris fernaldii "
3317,"Iris hartwegii Baker ssp. hartwegii","Iris hartwegii Baker subsp. hartwegii","IRIDACEAE","Iris","hartwegii","ssp. hartwegii",0.00,0.00,0.00,0.00,"Iris hartwegii ssp. hartwegii"
3318,"Iris hartwegii Baker ssp. pinetorum (Eastw.) L. Lenz","Iris hartwegii Baker subsp. pinetorum (Eastw.) L. W. Lenz","IRIDACEAE","Iris","hartwegii","ssp. pinetorum",0.00,0.00,0.00,0.00,"Iris hartwegii ssp. pinetorum"
3319,"Iris longipetala Herbert","Iris longipetala Herb.","IRIDACEAE","Iris","longipetala",,0.00,0.00,0.00,0.00,"Iris longipetala "
3320,"Iris missouriensis Nutt.","Iris missouriensis Nutt.","IRIDACEAE","Iris","missouriensis",,0.00,0.00,0.00,0.00,"Iris missouriensis "
3321,"Iris tenax Douglas ssp. klamathensis L. Lenz","Iris tenax Douglas ex Lindl. subsp. klamathensis L. W. Lenz","IRIDACEAE","Iris","tenax","ssp. klamathensis",0.00,0.00,0.00,0.00,"Iris tenax ssp. klamathensis"
3322,"Sisyrinchium douglasii A. Dietr. var. douglasii","Olsynium douglasii (A. Dietr.) E. P. Bicknell var. douglasii","IRIDACEAE","Olsynium","douglasii","var. douglasii",0.00,0.00,0.00,0.00,"Olsynium douglasii var. douglasii"
3323,"Romulea rosea (L.) Ecklon var. australis (Ewart) de Vos","Romulea rosea (L.) Eckl. var. australis (Ewart) M. P. de Vos","IRIDACEAE","Romulea","rosea","var. australis",0.00,0.00,0.00,0.00,"Romulea rosea var. australis"
3324,"Sisyrinchium californicum (Ker Gawler) Dryander","Sisyrinchium californicum (Ker Gawl.) Dryand.","IRIDACEAE","Sisyrinchium","californicum",,0.00,0.00,0.00,0.00,"Sisyrinchium californicum "
3325,"Sisyrinchium elmeri E. Greene","Sisyrinchium elmeri Greene","IRIDACEAE","Sisyrinchium","elmeri",,0.00,0.00,0.00,0.00,"Sisyrinchium elmeri "
